Project,Year,Date,Site,Treatment,PlotID,Individual_nr,ID,Taxon,Trait,Value,Elevation_m,Latitude_N,Longitude_E
ITEX,2018,2018-07-19,CH,OTC,CH-6,2,AWL5310,equisetum scirpoides,dC13_permil,-26.970258102417,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-6,2,AWL5310,equisetum scirpoides,P_percent,0.77780171691905,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-6,2,AWL5310,equisetum scirpoides,NP_ratio,1.9381694609651232,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,Plant_Height_cm,2,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,Wet_Mass_g,0.01626666666666667,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,Dry_Mass_g,0.004666666666666667,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,Leaf_Thickness_mm,0.2763333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,Leaf_Area_cm2,0.6739999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,SLA_cm2_g,144.4285714285714,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,LDMC,0.28688524590163933,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,C_percent,46.95722865467122,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,N_percent,2.095284587599986,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,CN_ratio,22.41090729754172,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,dN15_permil,-1.8476298809051501,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,dC13_permil,-31.6431154632568,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,P_percent,0.06465546468102985,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWM4177,salix polaris,NP_ratio,32.40692179596615,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,Wet_Mass_g,0.0028,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,Dry_Mass_g,4.7826086956521735e-4,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,Leaf_Thickness_mm,0.258,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,Leaf_Area_cm2,0.058608695652173914,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,SLA_cm2_g,122.54545454545456,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,LDMC,0.17080745341614906,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,C_percent,41.88228846794939,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,N_percent,1.8755450713286634,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,CN_ratio,22.330728868210755,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,dN15_permil,0.18880597949028,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,dC13_permil,-29.0472086334229,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,P_percent,0.1462563275344619,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-2,4,AWO7021,silene acaulis,NP_ratio,12.823684984752093,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,Plant_Height_cm,3,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,Wet_Mass_g,0.405,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,Dry_Mass_g,0.069,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,Leaf_Thickness_mm,0.395,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,Leaf_Area_cm2,8.94,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,SLA_cm2_g,129.56521739130432,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,LDMC,0.17037037037037037,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,C_percent,33.6,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,N_percent,2,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,CN_ratio,16.8,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,dN15_permil,0.38763930797576895,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,dC13_permil,-28.2238439941406,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,P_percent,0.10566927927530621,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-4,3,AWP5107,equisetum arvense,NP_ratio,18.926976825395826,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,Plant_Height_cm,6,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,Wet_Mass_g,0.3302,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,Dry_Mass_g,0.077,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,Leaf_Thickness_mm,0.308,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,Leaf_Area_cm2,7.1530000000000005,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,SLA_cm2_g,92.89610389610391,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,LDMC,0.23319200484554817,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,C_percent,32.97211294581695,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,N_percent,3.0643250721622497,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,CN_ratio,10.759991896862028,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,dN15_permil,4.41527738571167,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,dC13_permil,-28.7477506256104,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,P_percent,0.1949114927668771,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWQ1741,equisetum arvense,NP_ratio,15.721623330992186,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,Plant_Height_cm,3,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,Wet_Mass_g,0.4698,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,Dry_Mass_g,0.074,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,Leaf_Thickness_mm,0.44333333333333336,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,Leaf_Area_cm2,9.843,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,SLA_cm2_g,133.01351351351352,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,LDMC,0.15751383567475521,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,C_percent,34.10482426429405,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,N_percent,2.6013486342391428,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,CN_ratio,13.11043964480725,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,dN15_permil,4.64983371734619,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,dC13_permil,-27.9117350769043,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,P_percent,0.18274057374172395,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,1,AWR1506,equisetum arvense,NP_ratio,14.23520010348525,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,Plant_Height_cm,8,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,Wet_Mass_g,0.1199,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,Dry_Mass_g,0.016666666666666666,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,Leaf_Thickness_mm,0.329,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,Leaf_Area_cm2,3.003,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,SLA_cm2_g,180.18,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,LDMC,0.13900472616068946,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,C_percent,42.06137741490076,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,N_percent,3.9912519605604246,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,CN_ratio,10.538391920763326,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,dN15_permil,0.29897100567817697,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,dC13_permil,-30.501451034545898,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,P_percent,0.20907705741345936,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWS8065,bistorta vivipara,NP_ratio,19.089860982056692,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,Plant_Height_cm,1.5,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,Wet_Mass_g,0.01154,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,Dry_Mass_g,0.0032,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,Leaf_Thickness_mm,0.23633333333333334,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,Leaf_Area_cm2,0.4446,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,SLA_cm2_g,138.9375,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,LDMC,0.2772963604852686,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,C_percent,46.48192598371653,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,N_percent,3.973343515725442,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,CN_ratio,11.698441325234873,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,dN15_permil,-0.721454105377197,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,dC13_permil,-31.3096022796631,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,P_percent,0.24916664302550368,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,3,AWT5955,bistorta vivipara,NP_ratio,15.946530673123638,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,Plant_Height_cm,6,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,Leaf_Thickness_mm,0.20166666666666666,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,C_percent,47.504864658071895,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,N_percent,2.4476667257121214,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,CN_ratio,19.408224232100423,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,dN15_permil,-2.6515914440154997,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,dC13_permil,-29.5149073791504,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,P_percent,0.19299996262418045,80,78.183,15.75
ITEX,2018,2018-07-19,CH,OTC,CH-8,2,AWU0779,bistorta vivipara,NP_ratio,12.682213470053075,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,Plant_Height_cm,0.5,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,Wet_Mass_g,0.0221,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,Dry_Mass_g,0.02,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,Leaf_Thickness_mm,0.35833333333333334,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,Leaf_Area_cm2,0.541,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,SLA_cm2_g,27.05,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,LDMC,0.9049773755656109,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,C_percent,34.742403501829,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,N_percent,1.623167899025977,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,CN_ratio,21.40407256863388,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,dN15_permil,1.405500731468201,80,78.183,15.75
ITEX,2018,2018-07-19,CH,CTL,CH-7,1,AWV6697,equisetum scirpoides,dC13_permil,-27.8746865844727,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,Plant_Height_cm,3,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,Wet_Mass_g,0.02928333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,Dry_Mass_g,0.005166666666666667,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,Leaf_Thickness_mm,0.23633333333333334,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,Leaf_Area_cm2,0.7706666666666666,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,SLA_cm2_g,149.16129032258064,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,LDMC,0.17643710870802506,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,C_percent,45.47886430343684,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,N_percent,2.637872798321091,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,CN_ratio,17.240734402501314,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,dN15_permil,-4.13401613235474,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,dC13_permil,-30.8011640930176,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,P_percent,0.18150501475581804,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,2,AXI1077,salix polaris,NP_ratio,14.53333287716523,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,Plant_Height_cm,2,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,Wet_Mass_g,0.00918,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,Dry_Mass_g,0.0043,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,Leaf_Thickness_mm,0.19533333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,Leaf_Area_cm2,0.5441,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,SLA_cm2_g,126.53488372093024,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,LDMC,0.46840958605664484,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,C_percent,47.67185942676887,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,N_percent,1.3476799125772927,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,CN_ratio,35.37328039237564,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,dN15_permil,-3.8537250518798802,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,dC13_permil,-31.050546112060502,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,P_percent,0.1417187730014177,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXJ8824,salix polaris,NP_ratio,9.509536979718355,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,Plant_Height_cm,5,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,Wet_Mass_g,0.011899999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,Dry_Mass_g,0.0037142857142857142,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,Leaf_Thickness_mm,0.276,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,Leaf_Area_cm2,0.6047142857142856,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,SLA_cm2_g,162.8076923076923,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,LDMC,0.312124849939976,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,C_percent,43.46511812069141,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,N_percent,1.9584142415205563,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,CN_ratio,22.19403699134874,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,dN15_permil,-3.7365861892700205,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,dC13_permil,-31.5980810546875,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,P_percent,0.09282479756939523,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-4,1,AXK4606,carex rupestris,NP_ratio,21.09796404410641,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,Plant_Height_cm,9,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,Wet_Mass_g,0.015799999999999998,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,Dry_Mass_g,0.005,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,Leaf_Thickness_mm,0.285,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,Leaf_Area_cm2,0.983,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,SLA_cm2_g,196.6,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,AXO2370,poa arctica,LDMC,0.31645569620253167,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,Plant_Height_cm,3.5,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,Wet_Mass_g,0.01545,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,Dry_Mass_g,0.005999999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,Leaf_Thickness_mm,0.2896666666666667,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,Leaf_Area_cm2,0.65,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,SLA_cm2_g,108.33333333333336,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,LDMC,0.38834951456310673,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,C_percent,45.9,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,N_percent,1.41,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,CN_ratio,32.5531914893617,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,dN15_permil,-9.6029472351074,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,dC13_permil,-32.215002212524396,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,P_percent,0.03125697916990168,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-9,2,AXQ7665,dryas octopetala,NP_ratio,45.109925445314076,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,Plant_Height_cm,1,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,Wet_Mass_g,0.0066230769230769225,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,Dry_Mass_g,0.002769230769230769,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,Leaf_Thickness_mm,0.209,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,Leaf_Area_cm2,0.2966153846153846,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,SLA_cm2_g,107.11111111111111,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,LDMC,0.4181184668989547,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,C_percent,50.1381407292599,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,N_percent,2.048547039162219,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,CN_ratio,24.474976542283635,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,dN15_permil,-4.70161809921265,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,dC13_permil,-30.4561267089844,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,P_percent,0.13052654599595648,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,AXS7182,salix polaris,NP_ratio,15.694485926454224,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,Plant_Height_cm,6,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,Wet_Mass_g,0.0081875,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,Dry_Mass_g,0.003125,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,Leaf_Thickness_mm,0.25,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,Leaf_Area_cm2,0.426,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,AYI2154,festuca rubra,SLA_cm2_g,136.32,80,78.183,15.75
